,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65
33632,Jared Brownridge,Santa Clara,WCC,30,87.6,106.7,29.4,48.6,54.63,1.2,9.1,17.0,11.1,153,185,0.827,99,246,0.402,88,229,0.384,0.7,1.2,38.9,Jr,3-Jun,23,4.10141,120.693,2.5,2016,31471,all,19.2,1.22417623,57.0,107.0,42.0,138.0,0.5327,0.3043,0.0,0.0,,,111.207,109.726,2.33807,159.738,1.23971,3.88086,-2.64115,3.76198,35.7667,5.15871,-1.39674,0.3667,2.8,3.1667,2.3667,0.7,0.2,20.5,Combo G,12.8676
33644,Malcolm Hill,Illinois,B10,34,85.7,108.7,27.9,47.8,55.65,4.2,18.5,20.5,13.2,193,235,0.821,155,322,0.481,37,118,0.314,1.4,2.1,53.4,Jr,6-Jun,21,4.31662,123.262,2.9,2016,31540,all,86.2,1.49331344,64.0,90.0,91.0,232.0,0.7111,0.3922,8.0,11.0,0.7273,,104.245,100.28,3.40979,235.513,5.58203,3.59775,1.98428,5.17565,35.1471,4.06096,1.11469,1.2647,5.2941,6.5588,3.2941,1.2353,0.4412,18.0588,Wing G,5.79037
33706,DeAndre' Bembry,Saint Joseph's,A10,36,92.8,110.7,24.5,51.3,53.91,4.3,18.0,24.1,12.6,117,178,0.657,204,369,0.553,34,128,0.266,2.5,2.2,35.8,Jr,6-Jun,43,4.36381,120.835,2.6,2016,31965,all,56.0,2.20544419,139.0,193.0,66.0,177.0,0.7202,0.3729,29.0,30.0,0.9667,21.0,96.6461,93.9216,4.51299,291.217,8.8377,4.88895,3.94875,7.89142,37.25,4.77418,3.11724,1.4167,6.3333,7.75,4.4722,1.4167,0.8333,17.4167,Wing G,5.42622
33752,James Daniel,Howard,MEAC,28,86.6,104.6,35.1,45.0,54.1,1.8,4.3,20.2,17.2,256,303,0.845,139,330,0.421,73,222,0.329,0.5,3.0,54.9,Jr,10-May,11,3.93844,117.59,2.2,2016,32217,all,,0.6695722,73.0,165.0,61.0,157.0,0.4424,0.3885,3.0,3.0,1.0,,108.054,112.594,2.09985,171.106,-0.437768,2.47286,-2.91062,3.77582,37.7143,4.6083,-0.832484,0.6429,1.5357,2.1786,2.75,2.0,0.1786,26.8929,Scoring PG,11.8192
33780,Nick Coppola,Louisiana Monroe,SB,32,91.2,103.2,19.0,46.3,48.51,1.7,7.1,26.6,17.7,49,75,0.653,77,177,0.435,48,145,0.331,0.2,1.3,23.3,Jr,11-May,11,1.86465,101.684,1.9,2016,32464,all,,2.50740273,43.0,80.0,34.0,97.0,0.5375,0.3505,0.0,0.0,,,108.017,108.795,2.55288,166.595,-0.354355,1.18319,-1.53755,-1.07121,37.3438,0.14465,-1.21586,0.5312,2.375,2.9062,5.25,0.7812,0.0625,10.8438,Scoring PG,7.28747
33812,Quinton Hooker,North Dakota,BSky,29,86.4,120.7,25.1,55.4,61.96,3.7,11.5,20.6,11.7,161,186,0.866,147,276,0.533,48,119,0.403,0.7,2.9,47.1,Jr,Jun-00,21,4.71251,124.968,2.5,2016,32650,all,,1.76789229,87.0,149.0,60.0,127.0,0.5839,0.4724,2.0,2.0,1.0,,99.6321,101.876,3.35758,206.057,6.12695,5.30472,0.82223,7.16438,36.3448,5.68309,1.4813,1.1724,3.7931,4.9655,3.4138,1.8621,0.2069,20.6552,Combo G,6.23508
33829,Hayden Graham,Air Force,MWC,30,88.9,101.7,20.7,52.5,54.19,5.0,14.9,14.9,16.3,55,85,0.647,132,251,0.526,30,86,0.349,1.2,1.7,25.2,Jr,5-Jun,35,2.09053,103.893,3.1,2016,32745,all,,1.07938102,66.0,112.0,66.0,139.0,0.5893,0.4748,8.0,8.0,1.0,,105.078,105.418,2.90575,201.133,1.08464,0.518313,0.566331,0.590616,36.1667,0.934762,-0.344146,1.6,4.7,6.3,2.2667,1.0333,0.3333,13.6333,Wing G,4.59274
33833,Steve Vasturia,Notre Dame,ACC,36,90.0,109.3,18.2,49.9,53.96,2.2,6.0,15.8,17.5,70,82,0.854,102,209,0.488,45,131,0.344,0.5,1.3,24.1,Jr,5-Jun,32,3.04003,111.303,2.5,2016,32759,all,79.0,1.71640435,80.0,140.0,22.0,69.0,0.5714,0.3188,0.0,0.0,,,114.013,106.932,2.75036,164.481,1.92034,2.74356,-0.823218,0.348449,36.1111,0.985393,-0.636943,0.6389,1.9444,2.5833,3.1944,0.75,0.1667,11.3611,Combo G,6.20892
33836,Dallas Moore,North Florida,ASun,31,90.8,122.8,26.4,57.3,59.48,2.0,9.8,32.5,11.8,89,122,0.73,179,312,0.574,56,147,0.381,0.3,1.4,26.6,Jr,1-Jun,14,5.50533,130.637,0.9,2016,32776,all,,3.01579501,140.0,210.0,39.0,102.0,0.6667,0.3824,1.0,2.0,0.5,,114.805,116.139,1.62054,163.861,1.18536,5.10267,-3.91732,2.38939,36.3226,5.28086,-2.89147,0.6129,3.3871,4.0,6.129,0.9032,0.129,19.8387,Scoring PG,7.33523
33889,Cazmon Hayes,Delaware,CAA,29,84.6,97.9,17.8,45.1,47.34,2.3,13.7,8.6,10.7,51,83,0.614,59,123,0.48,53,184,0.288,1.1,1.7,27.0,Jr,4-Jun,22,1.11171,96.1055,2.0,2016,33122,all,,1.18182617,54.0,95.0,5.0,28.0,0.5684,0.1786,1.0,1.0,1.0,,111.202,111.191,2.15904,179.875,-0.285108,0.705231,-0.990339,-0.245704,35.1724,0.268008,-0.513712,0.7586,4.4483,5.2069,1.3448,1.0,0.3103,11.3103,Wing G,10.6543
33912,Anthony Barber,North Carolina St.,ACC,33,96.1,116.0,29.3,47.1,55.26,1.7,11.1,25.2,13.2,237,274,0.865,205,453,0.453,43,119,0.361,0.2,1.0,47.9,Jr,2-Jun,12,6.37996,134.793,2.2,2016,33234,all,95.0,1.72936575,101.0,170.0,104.0,283.0,0.5941,0.3675,0.0,0.0,,,111.587,104.885,3.21062,190.723,3.47273,5.32422,-1.8515,5.16361,38.7273,5.68615,-0.522544,0.6364,3.9394,4.5758,4.4545,0.6364,0.0606,23.5152,Combo G,5.39791
33929,Jalen Moore,Utah St.,MWC,29,89.4,109.5,22.0,49.6,52.65,4.7,14.3,15.4,11.5,73,101,0.723,112,227,0.493,47,141,0.333,1.8,1.3,27.4,Jr,9-Jun,14,3.43569,114.646,1.9,2016,33328,all,,1.73338912,68.0,105.0,44.0,122.0,0.6476,0.3607,20.0,21.0,0.9524,,107.217,106.854,2.74263,176.859,2.95794,3.05564,-0.0976924,3.12174,35.7586,3.68773,-0.56599,1.4483,4.4828,5.931,2.6897,0.7931,0.5862,15.1034,Wing F,7.9599
33936,Marquis Wright,Siena,MAAC,19,48.5,104.8,23.1,48.6,53.67,3.9,9.7,26.1,24.2,59,72,0.819,69,163,0.423,26,59,0.441,1.1,2.9,32.4,Jr,Jun-00,1,2.59422,108.374,3.3,2016,33372,all,,1.3880555,48.0,99.0,21.0,64.0,0.4848,0.3281,0.0,0.0,,,101.647,102.206,3.24054,126.267,1.21083,1.12043,0.0904031,2.18973,35.3684,1.64265,0.547085,1.1579,3.2105,4.3684,4.8947,1.8421,0.3684,14.4737,Scoring PG,4.90701
33943,Kahlil Felder,Oakland,Horz,35,91.5,120.0,32.9,50.2,57.18,2.2,9.7,50.0,15.2,239,282,0.848,193,398,0.485,76,214,0.355,0.5,2.9,46.1,Jr,9-May,20,6.75588,140.135,3.2,2016,33408,all,,2.69996497,112.0,190.0,81.0,209.0,0.5895,0.3876,8.0,8.0,1.0,54.0,104.511,105.51,2.9789,253.762,8.68783,9.0825,-0.394677,8.4445,36.7429,7.72554,0.718966,0.7429,3.5143,4.2571,9.2571,1.9714,0.2,24.3714,Pure PG,8.916
34020,Cornell Johnston,Eastern Illinois,OVC,28,94.6,106.8,18.3,48.3,51.11,2.3,6.2,28.3,16.8,60,93,0.645,35,102,0.343,61,160,0.381,0.1,1.8,35.5,So,7-May,2,1.92534,101.613,2.2,2016,33679,all,,2.7895071,15.0,37.0,20.0,66.0,0.4054,0.303,0.0,0.0,,,111.169,111.878,2.24381,159.483,-0.926533,1.39801,-2.32455,-1.01767,38.5357,0.478363,-1.49603,0.7857,2.0714,2.8571,5.6786,1.2143,0.0357,11.1786,Pure PG,8.64038
34037,Daviyon Draper,FIU,CUSA,29,84.8,99.9,25.5,48.9,51.5,4.9,17.0,13.8,17.7,68,96,0.708,147,321,0.458,33,81,0.407,2.0,1.6,23.9,Sr,7-Jun,32,2.02886,103.552,2.9,2016,33723,all,,0.84809662,71.0,104.0,76.0,217.0,0.6827,0.3502,7.0,7.0,1.0,,105.213,106.639,2.74033,184.529,-0.681301,-0.405476,-0.275825,0.122883,35.6897,0.981337,-0.858454,1.4483,5.6897,7.1379,2.3103,0.9655,0.6552,15.8966,Wing F,4.70913
34257,Wesley Person,Troy,SB,29,87.5,111.5,20.6,52.6,55.49,1.4,9.7,9.3,9.9,74,99,0.747,65,134,0.485,87,238,0.366,0.5,0.4,26.6,So,3-Jun,3,3.09345,112.422,1.6,2016,34592,all,,1.13887546,32.0,67.0,33.0,67.0,0.4776,0.4925,2.0,3.0,0.6667,,112.532,113.83,1.83768,140.532,-0.0258473,2.48729,-2.51314,1.60508,35.3103,3.58812,-1.98304,0.4828,3.069,3.5517,1.4138,0.2414,0.1724,16.0345,Wing G,13.4414
34270,Gian Clavell,Colorado St.,MWC,9,25.8,116.9,25.1,52.6,56.92,4.7,16.7,19.1,12.1,44,60,0.733,33,74,0.446,25,60,0.417,1.6,1.2,44.8,Sr,4-Jun,3,4.40884,122.458,2.5,2016,34641,all,,1.61109996,21.0,34.0,12.0,40.0,0.6176,0.3,1.0,1.0,1.0,,108.642,106.751,2.75784,61.6376,4.54632,5.25039,-0.704069,5.33768,37.7778,6.043,-0.705317,1.6667,5.5556,7.2222,3.2222,0.7778,0.5556,20.5556,Wing G,10.0758
34278,Jaylen Adams,St. Bonaventure,A10,30,90.0,122.2,22.8,57.0,63.91,2.3,8.5,25.8,18.4,153,175,0.874,66,145,0.455,84,192,0.438,0.9,2.1,51.9,So,2-Jun,10,5.4011,128.81,2.8,2016,34709,all,,1.82929062,51.0,87.0,15.0,58.0,0.5862,0.2586,4.0,4.0,1.0,,106.903,105.113,3.07719,184.026,5.68873,6.44261,-0.753882,6.24226,37.5,6.17991,0.0623488,0.7667,2.9,3.6667,5.0,1.3333,0.3,17.9,Scoring PG,9.84046
34290,Cane Broome,Sacred Heart,NEC,30,93.1,104.0,29.7,50.8,55.39,1.6,12.7,17.8,18.9,156,203,0.768,170,318,0.535,66,212,0.311,0.0,2.5,38.3,So,Jun-00,1,3.23725,112.021,2.5,2016,34746,all,,0.76521533,131.0,230.0,39.0,88.0,0.5696,0.4432,1.0,1.0,1.0,,107.8,113.284,2.03608,201.957,-2.05075,0.793624,-2.84437,0.300926,37.5333,2.33286,-2.03193,0.5667,4.3667,4.9333,2.9333,1.7,0.0,23.1333,Combo G,10.3946
34325,Kevin Ware,Georgia St.,SB,28,87.5,94.0,21.0,45.6,52.01,1.4,11.2,18.3,21.9,86,109,0.789,82,192,0.427,22,60,0.367,1.7,2.3,43.3,Sr,4-Jun,32,1.03975,95.5144,2.7,2016,34878,all,86.0,1.13331591,35.0,80.0,46.0,111.0,0.4375,0.4144,3.0,3.0,1.0,,100.399,101.81,3.29876,171.422,0.5299,-1.21533,1.74523,-0.422216,35.6429,-1.33506,0.912844,0.3929,3.2143,3.6071,3.0357,1.3214,0.4643,11.2857,Combo G,3.68679
34412,Juan'ya Green,Hofstra,CAA,33,92.7,113.4,26.1,47.2,54.83,2.1,10.3,36.3,17.2,187,234,0.799,102,243,0.42,66,183,0.361,1.3,2.4,54.9,Sr,3-Jun,1,4.60434,122.755,2.5,2016,35249,all,,2.37373336,71.0,127.0,31.0,116.0,0.5591,0.2672,0.0,0.0,,,104.124,103.282,3.30245,227.861,4.89787,4.66942,0.228458,5.48709,37.9091,4.45099,1.0361,0.7273,3.6667,4.3939,7.1212,1.6061,0.5152,17.8485,Pure PG,8.31792
34510,Brian Bernardi,Hofstra,CAA,33,89.0,110.1,15.2,52.8,56.18,0.5,4.8,7.5,14.0,57,65,0.877,46,112,0.411,87,222,0.392,0.2,1.1,19.5,Jr,2-Jun,14,2.00676,103.196,1.6,2016,35619,all,32.2,1.08888234,39.0,72.0,7.0,40.0,0.5417,0.175,0.0,0.0,,,110.107,109.216,2.43972,162.1,0.191354,1.36289,-1.17153,-0.357972,36.4242,0.468344,-0.826315,0.1515,1.6364,1.7879,1.4848,0.697,0.0909,12.4242,Combo G,10.5101
34571,Tyler Ulis,Kentucky,SEC,35,88.5,125.7,24.1,49.7,56.68,1.7,7.1,34.3,13.0,167,195,0.856,137,282,0.486,55,160,0.344,0.3,2.3,44.1,So,9-May,3,6.65772,139.653,2.0,2016,35839,all,96.4,3.56528362,47.0,82.0,90.0,200.0,0.5732,0.45,0.0,0.0,,34.0,101.959,97.3339,3.99541,204.885,9.06995,8.66775,0.402208,9.69273,36.8,7.84836,1.84437,0.5429,2.4571,3.0,7.0286,1.4571,0.1143,17.3143,Pure PG,7.26728
34577,Teddy Okereafor,Rider,MAAC,33,87.2,99.0,22.2,47.5,53.3,1.3,12.1,27.3,22.9,112,152,0.737,75,150,0.5,46,153,0.301,0.7,1.9,50.2,Sr,4-Jun,5,1.67167,100.775,1.6,2016,35861,all,38.6,1.53062587,59.0,111.0,16.0,39.0,0.5315,0.4103,0.0,0.0,,,102.571,105.219,2.87195,198.039,-0.0579633,0.280579,-0.338542,-0.0983816,35.3939,0.227077,-0.325459,0.3939,3.8182,4.2121,4.5455,1.1212,0.2121,12.1212,Scoring PG,7.9379
34598,Trent Mackey,North Florida,ASun,31,87.8,123.7,13.2,63.1,65.08,1.2,6.1,7.9,12.0,40,49,0.816,16,36,0.444,95,215,0.442,0.1,0.7,19.5,Sr,3-Jun,11,2.81144,110.021,2.2,2016,35914,all,,1.74189997,8.0,15.0,8.0,21.0,0.5333,0.381,0.0,0.0,,,117.792,119.161,1.19659,131.847,-0.412018,3.18185,-3.59386,-1.45214,35.129,1.63204,-3.08418,0.3548,2.0323,2.3871,1.7419,0.4516,0.0323,11.5161,Combo G,10.8631
34612,Tyler Nelson,Fairfield,MAAC,33,86.9,115.8,20.5,51.9,59.13,1.5,7.8,15.8,12.2,147,167,0.88,92,177,0.52,66,191,0.346,0.0,2.1,45.4,So,3-Jun,3,3.46323,115.665,1.5,2016,35965,all,,1.7924164,71.0,114.0,21.0,63.0,0.6228,0.3333,0.0,0.0,,,107.811,109.884,2.30099,191.95,1.39723,3.14758,-1.75035,1.83883,35.4242,2.5414,-0.702571,0.4848,2.6364,3.1212,2.8788,1.3333,0.0,16.0303,Combo G,9.04236
34707,Jason McManamen,Wyoming,MWC,30,87.4,117.5,18.8,62.2,64.69,1.2,8.7,10.6,12.1,81,108,0.75,41,83,0.494,92,205,0.449,0.3,0.7,37.5,Jr,5-Jun,23,3.73686,117.759,3.3,2016,36366,all,,1.17505437,29.0,44.0,12.0,39.0,0.6591,0.3077,0.0,0.0,,,111.939,110.82,2.20048,148.456,1.55259,3.93866,-2.38607,1.70049,35.4,3.47972,-1.77924,0.3333,2.7,3.0333,1.5667,0.4333,0.1,14.6333,Wing G,11.6277
34727,Isaac Hamilton,UCLA,P12,32,87.2,110.1,22.4,54.1,56.64,3.0,9.5,17.9,16.7,66,82,0.805,146,277,0.527,60,159,0.377,0.2,1.6,18.8,Jr,5-Jun,10,3.83875,118.681,2.4,2016,36458,all,96.4,1.39473684,59.0,86.0,87.0,191.0,0.686,0.4555,6.0,7.0,0.8571,,108.569,102.007,3.26118,186.672,4.35036,3.96031,0.390042,4.51989,35.2812,3.80963,0.71026,0.9688,3.25,4.2188,3.3125,1.0312,0.0625,16.8125,Combo G,7.821
34782,Majok Deng,Louisiana Monroe,SB,29,81.7,112.6,23.7,54.0,58.76,4.9,16.3,10.4,15.4,117,145,0.807,118,224,0.527,57,153,0.373,4.7,1.2,38.5,Sr,10-Jun,13,3.76318,117.11,2.8,2016,36653,all,,0.79999108,61.0,87.0,57.0,137.0,0.7011,0.4161,12.0,13.0,0.9231,,101.549,102.703,3.27664,201.096,4.62948,2.71592,1.91356,4.48661,36.8966,3.7833,0.70331,1.5517,5.4138,6.9655,1.7931,0.7241,1.5517,18.069,Stretch 4,8.58366
34910,Pascal Siakam,New Mexico St.,WAC,32,87.0,115.4,28.0,54.0,56.88,13.4,23.5,11.2,12.6,133,194,0.686,255,466,0.547,3,15,0.2,6.4,1.7,40.3,So,9-Jun,43,4.64714,125.441,3.1,2016,37123,all,,0.76119968,129.0,175.0,126.0,291.0,0.7371,0.433,31.0,32.0,0.9688,27.0,86.8008,88.45,4.89153,275.465,7.23334,2.53836,4.69498,8.29928,35.3438,5.33606,2.96322,4.0,7.8438,11.8438,1.5938,1.0,2.2188,20.375,C,0.791505
34988,Emmett Naar,Saint Mary's,WCC,34,93.5,121.6,22.3,55.0,59.88,2.2,9.4,31.1,17.9,94,108,0.87,112,214,0.523,49,123,0.398,0.4,2.2,32.0,So,1-Jun,3,5.1861,126.906,1.4,2016,37387,all,,2.75954385,68.0,118.0,44.0,96.0,0.5763,0.4583,0.0,0.0,,,99.6937,98.9034,3.9016,202.84,5.91101,5.05349,0.85752,5.83356,37.4118,4.66339,1.17016,0.5882,3.1176,3.7059,6.4118,1.2647,0.1471,13.6765,Pure PG,6.21892
35002,Reginald Johnson,Hampton,MEAC,31,88.1,98.8,27.7,41.8,46.76,3.4,7.6,25.0,15.8,131,183,0.716,132,320,0.412,51,179,0.285,0.3,2.4,36.7,Sr,2-Jun,34,2.14816,104.516,3.3,2016,37470,all,,1.45453909,100.0,190.0,32.0,129.0,0.5263,0.2481,1.0,1.0,1.0,,105.152,109.857,2.32308,178.55,-1.01129,0.787689,-1.79898,-0.509397,35.9677,0.621165,-1.13056,1.1935,2.4839,3.6774,4.129,1.5484,0.0968,17.6774,Scoring PG,8.95065
35038,Cleon Roberts,La Salle,A10,30,92.4,101.1,19.5,48.6,53.05,4.4,7.1,7.6,14.7,81,104,0.779,60,142,0.423,64,179,0.358,1.0,3.1,32.4,Jr,6-Jun,3,2.08463,103.209,3.1,2016,37630,all,,0.69808114,43.0,73.0,17.0,69.0,0.589,0.2464,7.0,8.0,0.875,,111.652,108.167,2.66687,181.378,0.950896,0.985412,-0.0345156,0.151147,36.9667,0.375775,-0.224628,1.4333,2.1667,3.6,1.2333,1.9,0.3333,13.1,Wing G,9.68588
35040,Jordan Price,La Salle,A10,30,95.1,95.2,29.8,47.3,51.29,2.2,15.4,19.8,17.5,117,161,0.727,104,249,0.418,84,237,0.354,1.2,1.7,33.1,Jr,5-Jun,21,2.9158,109.051,2.3,2016,37634,all,85.6,0.87878792,73.0,147.0,31.0,102.0,0.4966,0.3039,0.0,0.0,,,111.382,107.906,2.77829,188.921,-0.552566,0.638193,-1.19076,1.00356,38.0333,2.57389,-1.57033,0.7333,4.8,5.5333,2.9,1.0667,0.4,19.2333,Wing G,12.4602
35063,Martin Hermannsson,LIU Brooklyn,NEC,31,89.6,118.5,20.7,51.2,59.56,2.3,10.6,25.4,15.9,157,178,0.882,118,236,0.5,36,100,0.36,0.7,2.7,53.0,So,3-Jun,15,3.38847,114.215,2.3,2016,37711,all,,2.14711649,77.0,125.0,41.0,111.0,0.616,0.3694,0.0,0.0,,,104.395,111.523,2.1689,205.202,1.93466,2.9107,-0.976042,2.79112,36.2581,2.8348,-0.0436786,0.8065,3.5161,4.3226,4.7097,1.7742,0.2581,16.1613,Scoring PG,4.88826
35070,Grayson Allen,Duke,ACC,36,90.8,124.9,25.9,55.4,61.56,2.1,11.6,19.4,12.3,211,252,0.837,149,297,0.502,90,216,0.417,0.3,2.1,49.1,So,5-Jun,3,6.7882,140.803,3.0,2016,37731,all,95.0,1.76390004,100.0,161.0,49.0,136.0,0.6211,0.3603,20.0,20.0,1.0,21.0,106.354,98.671,3.81818,220.946,7.52834,7.31952,0.208814,8.8903,36.5833,7.49769,1.39261,0.6667,3.9167,4.5833,3.5278,1.3056,0.1389,21.6389,Combo G,9.5483
35081,John Konchar,IPFW,Sum,32,89.6,128.7,17.0,62.3,64.71,8.8,21.4,14.1,13.9,86,119,0.723,125,203,0.616,28,65,0.431,0.8,3.3,44.4,Fr,5-Jun,4,4.44181,122.669,2.7,2016,37780,all,,1.79166667,113.0,168.0,12.0,35.0,0.6726,0.3429,34.0,36.0,0.9444,,102.801,102.855,3.24673,254.554,7.31833,5.14644,2.17189,5.85753,36.125,4.32222,1.5353,2.7812,6.75,9.5312,2.6875,2.0625,0.2812,13.125,Wing G,3.2048
35109,Bryant McIntosh,Northwestern,B10,32,87.5,110.1,24.4,48.7,52.33,1.2,10.3,37.3,17.4,70,85,0.824,112,247,0.453,49,134,0.366,0.5,1.7,22.3,So,3-Jun,30,3.75551,117.876,2.3,2016,37930,all,57.4,2.73074869,49.0,85.0,63.0,162.0,0.5765,0.3889,0.0,0.0,,,102.529,100.268,3.48477,185.223,2.94926,2.84487,0.10439,3.92821,35.6875,3.30763,0.620583,0.375,3.25,3.625,6.6562,0.9688,0.1562,13.7812,Pure PG,7.26638
35129,Jared Terrell,Rhode Island,A10,32,87.8,100.8,22.3,45.2,50.03,1.5,10.2,15.2,14.9,99,132,0.75,107,255,0.42,41,118,0.347,0.8,2.1,35.4,So,3-Jun,32,2.41002,106.734,2.8,2016,38026,all,87.4,1.32258065,59.0,100.0,48.0,155.0,0.59,0.3097,4.0,6.0,0.6667,,100.496,99.1801,3.62884,183.319,1.36694,0.857074,0.509866,1.25125,35.5312,0.282906,0.968345,0.4375,2.9688,3.4062,2.5625,1.1875,0.25,13.625,Combo G,6.32646
35133,Johnnie Shuler,La Salle,A10,30,89.8,91.8,18.2,43.8,47.6,2.0,10.5,18.1,20.2,49,62,0.79,29,86,0.337,60,186,0.323,0.0,2.2,22.8,So,11-May,1,0.619382,91.9296,2.7,2016,38038,all,18.8,1.37877266,13.0,40.0,16.0,46.0,0.325,0.3478,0.0,0.0,,,112.797,109.277,2.45164,166.881,-1.68519,-0.79011,-0.895083,-2.52,35.9,-1.69023,-0.829769,0.6333,3.1,3.7333,3.0333,1.3,0.0,9.5667,Scoring PG,10.3561
35134,Torrance Rowe,Tennessee Tech,OVC,29,91.6,110.4,26.2,50.4,56.18,1.7,6.7,26.7,16.1,126,146,0.863,91,185,0.492,78,228,0.342,0.2,0.9,35.4,Sr,1-Jun,12,3.8633,117.348,1.2,2016,38039,all,,1.65823568,48.0,85.0,43.0,102.0,0.5647,0.4216,0.0,0.0,,,113.371,115.526,1.70747,145.699,-0.596031,3.61259,-4.20862,1.04211,36.7931,4.41753,-3.37542,0.5172,2.3793,2.8966,4.5172,0.5862,0.069,18.6897,Scoring PG,12.1686
35231,Kori Babineaux,Jacksonville,ASun,28,89.7,97.0,29.1,46.5,48.16,1.9,12.7,24.3,14.3,63,103,0.612,217,464,0.468,8,28,0.286,0.6,1.4,20.9,Sr,4-Jun,55,2.04004,103.337,2.7,2016,38368,all,,1.42102941,108.0,184.0,109.0,280.0,0.587,0.3893,4.0,4.0,1.0,,109.558,110.702,2.26884,169.427,-3.13621,-1.38139,-1.75482,-3.05187,36.2143,-1.00932,-2.04254,0.6786,4.1071,4.7857,3.8571,0.9286,0.1786,18.6071,Combo G,1.59707
35286,Shep Garner,Penn St.,B10,32,87.4,105.3,23.6,47.8,52.52,0.9,9.8,22.2,14.8,101,129,0.783,74,185,0.4,75,205,0.366,0.7,2.3,33.1,So,1-Jun,33,3.17215,113.117,2.1,2016,38600,all,64.8,1.67693976,43.0,85.0,31.0,100.0,0.5059,0.31,0.0,0.0,,,105.771,101.313,3.35217,184.57,3.01287,2.85095,0.161924,3.34054,35.2188,2.69853,0.642006,0.2812,2.9375,3.2188,3.4062,1.3125,0.2188,14.8125,Scoring PG,11.0248
35314,Monte Morris,Iowa St.,B12,35,94.1,122.1,19.9,53.6,56.07,2.4,8.9,28.9,12.1,70,96,0.729,150,280,0.536,38,106,0.358,0.7,2.6,24.9,Jr,3-Jun,11,5.63212,130.096,1.7,2016,38703,all,83.6,4.22798736,82.0,140.0,68.0,140.0,0.5857,0.4857,0.0,0.0,,51.0,105.007,99.5178,3.84367,239.295,7.36575,6.30426,1.0615,6.52085,38.0286,4.74733,1.77352,0.7429,3.2,3.9429,6.8857,1.7714,0.2571,13.8286,Pure PG,4.46377
35544,Devin Carter,Arkansas St.,SB,29,89.7,111.6,21.1,56.8,58.63,2.9,9.1,12.4,13.6,72,104,0.692,90,181,0.497,85,202,0.421,0.9,1.1,27.2,Jr,5-Jun,3,3.29355,113.423,3.1,2016,39406,all,,1.03632816,50.0,82.0,40.0,99.0,0.6098,0.404,0.0,0.0,,,108.452,110.036,2.35483,171.689,1.57626,3.30455,-1.72829,2.64273,36.4828,3.65895,-1.01622,1.0,3.4138,4.4138,1.9655,0.7241,0.3448,17.4828,Wing G,10.5226
35567,Jordan Potts,Bethune Cookman,MEAC,30,94.0,100.5,24.9,44.2,49.19,1.6,7.3,23.0,17.4,108,139,0.777,67,176,0.381,82,254,0.323,0.3,2.2,32.3,Jr,10-May,10,1.96519,102.021,2.5,2016,39458,all,,1.45882881,39.0,84.0,29.0,92.0,0.4643,0.3152,0.0,0.0,,,111.658,116.528,1.62495,162.791,-2.55671,1.06809,-3.6248,-2.48893,38.0667,0.210435,-2.69937,0.6,2.5667,3.1667,4.1333,1.4,0.1,16.2667,Scoring PG,12.9725
35660,Jordan Johnson,Milwaukee,Horz,31,88.0,115.9,23.3,48.1,57.11,2.0,9.9,42.7,19.9,154,197,0.782,88,181,0.486,25,80,0.313,0.1,1.5,75.5,Jr,9-May,1,3.99181,119.645,2.3,2016,39789,all,,2.85229143,74.0,138.0,14.0,43.0,0.5362,0.3256,0.0,0.0,,,107.407,108.065,2.55147,177.09,1.61195,3.39878,-1.78683,2.01844,35.9032,2.96064,-0.942201,0.6129,3.0323,3.6452,8.0968,0.9032,0.0323,13.0645,Pure PG,4.2151
35729,Joe Rahon,Saint Mary's,WCC,34,92.9,109.4,19.6,50.5,51.0,1.1,12.8,25.4,16.1,36,67,0.537,99,208,0.476,44,119,0.37,1.2,2.2,20.5,Jr,2-Jun,25,3.01926,110.362,2.2,2016,40001,all,57.8,2.91938582,73.0,132.0,26.0,76.0,0.553,0.3421,0.0,0.0,,,97.4565,96.684,4.16337,221.711,4.56232,2.34637,2.21595,4.11616,37.1765,1.71205,2.40412,0.2941,4.2353,4.5294,5.3235,1.2941,0.4412,10.7647,Scoring PG,6.05554
36151,Jamal Murray,Kentucky,SEC,36,87.1,118.0,25.4,55.9,59.0,4.9,11.1,12.1,15.3,119,152,0.783,131,261,0.502,113,277,0.408,0.9,1.6,28.3,Fr,4-Jun,23,5.57218,133.06,2.4,2016,41317,all,98.2,0.94047056,77.0,111.0,54.0,150.0,0.6937,0.36,18.0,19.0,0.9474,7.0,101.145,96.6981,3.89906,209.711,8.14115,7.25949,0.88166,8.97041,35.1944,8.14081,0.829595,1.4722,3.6944,5.1667,2.1944,0.9722,0.3056,20.0,Wing G,12.7837
